Full dataset,,,,,,,,,,,,,,,,,
,Field labels,GP7,SrpI-like,Gp13-like,Gp10A-like,Phage_cap_E,P22_CoatProtein,Phage_capsid,Phage_capsid_2,Linocin_M18,L_lactis_ph-MCP,DUF2184,ENC_III,ENCP4,DUF6260,DUF5309,Total
,Notes,,,,,,,,,,,,,,,,
,Generated_by,Co_occurrence_tkinter.py,,,,,,,,,,,,,,,
,Date,12/1/25,,,,,,,,,,,,,,,
Mini_DTR_157114_8,Mini_DTR_157114_8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_615329_9,Mini_DTR_615329_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_503504_15,Control_DTR_503504_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_694850_5,Control_DTR_694850_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_007122_4,Micro_DTR_007122_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_757929_2,Control_DTR_757929_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_401116_8,Mini_DTR_401116_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_171620_17,Control_DTR_171620_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_655871_2,Mini_DTR_655871_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_393186_11,Control_DTR_393186_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_451068_1,Mini_DTR_451068_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_677283_7,Mini_DTR_677283_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_554370_1,Micro_DTR_554370_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Mini_DTR_208654_1,Mini_DTR_208654_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_533660_21,Control_DTR_533660_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_824002_19,Control_DTR_824002_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_008854_1,Mini_DTR_008854_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_569034_13,Control_DTR_569034_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_039280_7,Control_DTR_039280_7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Mini_DTR_513567_10,Mini_DTR_513567_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_087130_6,Mini_DTR_087130_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_141860_2,Control_DTR_141860_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_644602_4,Control_DTR_644602_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_653180_1,Control_DTR_653180_1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Micro_DTR_248616_2,Micro_DTR_248616_2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_160658_13,Control_DTR_160658_13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_330537_2,Control_DTR_330537_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_348735_3,Control_DTR_348735_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_817419_3,Control_DTR_817419_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_227469_18,Control_DTR_227469_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_784907_3,Control_DTR_784907_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_544701_14,Mini_DTR_544701_14,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_183481_14,Control_DTR_183481_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_044182_6,Control_DTR_044182_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_700405_6,Control_DTR_700405_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330543_11,Control_DTR_330543_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_119238_5,Control_DTR_119238_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_260388_4,Mini_DTR_260388_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_607524_11,Mini_DTR_607524_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_151083_4,Control_DTR_151083_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_387697_9,Control_DTR_387697_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_257280_20,Control_DTR_257280_20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_298777_5,Control_DTR_298777_5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_559638_8,Control_DTR_559638_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_892005_9,Control_DTR_892005_9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_714472_16,Control_DTR_714472_16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Control_DTR_583385_2,Control_DTR_583385_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330593_17,Control_DTR_330593_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_236844_13,Mini_DTR_236844_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_465101_7,Control_DTR_465101_7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_485233_11,Mini_DTR_485233_11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_124014_4,Control_DTR_124014_4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_503551_13,Control_DTR_503551_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_110820_3,Control_DTR_110820_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_886919_17,Control_DTR_886919_17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_011786_3,Mini_DTR_011786_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_598227_8,Control_DTR_598227_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_125649_11,Control_DTR_125649_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_849982_21,Control_DTR_849982_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_132645_5,Control_DTR_132645_5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_662539_12,Mini_DTR_662539_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_715071_8,Mini_DTR_715071_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_724125_13,Control_DTR_724125_13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_677437_3,Mini_DTR_677437_3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Control_DTR_259188_17,Control_DTR_259188_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_456746_8,Control_DTR_456746_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_014177_11,Control_DTR_014177_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_779515_5,Control_DTR_779515_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_592719_5,Control_DTR_592719_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_117027_3,Mini_DTR_117027_3,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Control_DTR_046310_9,Control_DTR_046310_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_117915_13,Control_DTR_117915_13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_888582_16,Mini_DTR_888582_16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
Mini_DTR_819301_3,Mini_DTR_819301_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_859800_2,Mini_DTR_859800_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_263442_8,Control_DTR_263442_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_568731_14,Control_DTR_568731_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_277728_7,Mini_DTR_277728_7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_629354_9,Control_DTR_629354_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330541_14,Control_DTR_330541_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_284403_8,Mini_DTR_284403_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_517265_5,Control_DTR_517265_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_383908_12,Control_DTR_383908_12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_069298_4,Control_DTR_069298_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315115_18,Control_DTR_315115_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_367873_5,Mini_DTR_367873_5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_730211_6,Control_DTR_730211_6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_226683_14,Control_DTR_226683_14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_576162_7,Control_DTR_576162_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_139446_4,Mini_DTR_139446_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_701118_12,Control_DTR_701118_12,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_387142_2,Control_DTR_387142_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_155967_33,Control_DTR_155967_33,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_156068_7,Mini_DTR_156068_7,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2
Mini_DTR_717860_9,Mini_DTR_717860_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_680635_8,Mini_DTR_680635_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_281989_22,Control_DTR_281989_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_843878_5,Micro_DTR_843878_5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_662583_5,Control_DTR_662583_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_295043_12,Control_DTR_295043_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_646916_3,Mini_DTR_646916_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_298023_13,Control_DTR_298023_13,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_233406_1,Control_DTR_233406_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_799012_16,Control_DTR_799012_16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_327812_8,Mini_DTR_327812_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_884036_4,Mini_DTR_884036_4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_561383_13,Control_DTR_561383_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_857239_16,Control_DTR_857239_16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Control_DTR_262824_22,Control_DTR_262824_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_263587_16,Control_DTR_263587_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_321773_2,Control_DTR_321773_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_654407_12,Mini_DTR_654407_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_065538_18,Control_DTR_065538_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_180626_12,Control_DTR_180626_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_154728_2,Mini_DTR_154728_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_258050_2,Mini_DTR_258050_2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mini_DTR_889349_11,Mini_DTR_889349_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_344573_9,Control_DTR_344573_9,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Mini_DTR_040416_4,Mini_DTR_040416_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_277599_11,Control_DTR_277599_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_765766_9,Control_DTR_765766_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_142908_4,Control_DTR_142908_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_233377_7,Control_DTR_233377_7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_696853_1,Mini_DTR_696853_1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
Control_DTR_056028_23,Control_DTR_056028_23,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Control_DTR_259192_3,Control_DTR_259192_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_186965_4,Mini_DTR_186965_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_702438_3,Control_DTR_702438_3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_157116_13,Mini_DTR_157116_13,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Control_DTR_314555_15,Control_DTR_314555_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_308097_5,Mini_DTR_308097_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_381668_2,Mini_DTR_381668_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_412851_14,Control_DTR_412851_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_839551_13,Control_DTR_839551_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_680208_5,Mini_DTR_680208_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_264068_2,Control_DTR_264068_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_439384_17,Control_DTR_439384_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_112138_14,Control_DTR_112138_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_236134_6,Mini_DTR_236134_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_360843_19,Control_DTR_360843_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_742963_16,Control_DTR_742963_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_200714_12,Mini_DTR_200714_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_315724_3,Control_DTR_315724_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_133133_10,Control_DTR_133133_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Mini_DTR_554861_7,Mini_DTR_554861_7,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2
Mini_DTR_701734_1,Mini_DTR_701734_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_648734_17,Control_DTR_648734_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_718640_16,Control_DTR_718640_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_099171_9,Control_DTR_099171_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mini_DTR_317986_8,Mini_DTR_317986_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_721184_5,Control_DTR_721184_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_866106_11,Control_DTR_866106_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_649298_17,Control_DTR_649298_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_343571_9,Mini_DTR_343571_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_696842_12,Mini_DTR_696842_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_702907_15,Control_DTR_702907_15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_389110_12,Control_DTR_389110_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_214163_17,Control_DTR_214163_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_299259_11,Control_DTR_299259_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330455_1,Control_DTR_330455_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_053577_11,Control_DTR_053577_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_827601_2,Mini_DTR_827601_2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
Mini_DTR_661989_10,Mini_DTR_661989_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_869188_2,Mini_DTR_869188_2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_543921_27,Control_DTR_543921_27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_099591_13,Control_DTR_099591_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_152053_2,Control_DTR_152053_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_025200_18,Control_DTR_025200_18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_200665_1,Control_DTR_200665_1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_550200_3,Mini_DTR_550200_3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_796915_6,Mini_DTR_796915_6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_317980_22,Control_DTR_317980_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_131276_15,Control_DTR_131276_15,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_718263_17,Control_DTR_718263_17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_253698_1,Mini_DTR_253698_1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_551019_10,Control_DTR_551019_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_256258_6,Mini_DTR_256258_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_171621_1,Control_DTR_171621_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_168678_11,Mini_DTR_168678_11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_543198_9,Control_DTR_543198_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_142289_6,Mini_DTR_142289_6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_208551_12,Control_DTR_208551_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_256762_1,Mini_DTR_256762_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_856653_2,Control_DTR_856653_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_015220_2,Mini_DTR_015220_2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_304631_9,Control_DTR_304631_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_307981_10,Mini_DTR_307981_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_676500_10,Control_DTR_676500_10,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2
Control_DTR_387203_18,Control_DTR_387203_18,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Mini_DTR_247377_13,Mini_DTR_247377_13,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_666715_5,Control_DTR_666715_5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_750909_9,Control_DTR_750909_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_533606_16,Control_DTR_533606_16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_633030_10,Control_DTR_633030_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_262919_2,Control_DTR_262919_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_513029_17,Control_DTR_513029_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330678_15,Control_DTR_330678_15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_183451_6,Control_DTR_183451_6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Mini_DTR_109936_4,Mini_DTR_109936_4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_047766_27,Control_DTR_047766_27,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_691201_1,Control_DTR_691201_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_662117_11,Control_DTR_662117_11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Control_DTR_344572_1,Control_DTR_344572_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_317328_10,Control_DTR_317328_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_808059_9,Mini_DTR_808059_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_848470_25,Control_DTR_848470_25,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_889722_15,Mini_DTR_889722_15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_501519_10,Mini_DTR_501519_10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_155968_9,Control_DTR_155968_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_300200_12,Control_DTR_300200_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_552733_8,Mini_DTR_552733_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_642815_9,Control_DTR_642815_9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_309737_11,Control_DTR_309737_11,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Control_DTR_125733_5,Control_DTR_125733_5,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2
Mini_DTR_569487_3,Mini_DTR_569487_3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
Control_DTR_224644_4,Control_DTR_224644_4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Control_DTR_329974_8,Control_DTR_329974_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_769006_14,Control_DTR_769006_14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_706297_2,Control_DTR_706297_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_786945_12,Control_DTR_786945_12,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Control_DTR_493491_17,Control_DTR_493491_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_289548_9,Control_DTR_289548_9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_881187_8,Mini_DTR_881187_8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_112259_21,Control_DTR_112259_21,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_290393_22,Control_DTR_290393_22,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_733893_2,Micro_DTR_733893_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_715989_3,Control_DTR_715989_3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_671853_17,Control_DTR_671853_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_541747_10,Control_DTR_541747_10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Micro_DTR_740934_1,Micro_DTR_740934_1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2
Micro_DTR_737265_1,Micro_DTR_737265_1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
Control_DTR_822809_12,Control_DTR_822809_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_359889_7,Mini_DTR_359889_7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_330285_19,Control_DTR_330285_19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Mini_DTR_073562_1,Mini_DTR_073562_1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_036545_17,Control_DTR_036545_17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_263622_12,Control_DTR_263622_12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_114326_15,Control_DTR_114326_15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Mini_DTR_111987_2,Mini_DTR_111987_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_142909_3,Control_DTR_142909_3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
Mini_DTR_059340_2,Mini_DTR_059340_2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Control_DTR_056024_21,Control_DTR_056024_21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
